CommitmentID,CommitmentDate,FinancialYear,PurchaseRequisitionReference,PurchaseOrderReference,ProgrammeCode,DirectorateCode,CostCentreCode,RegionCode,ActivityCode,VoteCode,FundSourceCode,SupplierCategory,CommitmentAmount,AmountInvoiced,AmountPaid,OutstandingCommitment,ExpectedDeliveryDate,CommitmentStatus,DaysOutstanding,ResponsibleRole,RiskRating
CMT-001135,2025-12-17,FY2025/2026,PR-984384,PO-716452,PRG-11,DIR-11,CC-032,RG-01,ACT-025,V-2410,FS-02,Printing and Stationery,1809000,906000,899000,910000,2026-03-30,Partially Paid,165,Project Manager,High
CMT-001136,2026-04-05,FY2025/2026,PR-313849,PO-299806,PRG-12,DIR-12,CC-028,RG-02,ACT-028,V-2340,FS-02,Maintenance,922000,748000,187000,735000,2026-08-07,Partially Paid,56,Procurement Officer,Medium
CMT-001137,2026-02-26,FY2025/2026,PR-150318,PO-301477,PRG-13,DIR-13,CC-016,RG-03,ACT-029,V-2450,FS-01,Travel and Accommodation,3321000,0,0,3321000,2026-04-16,Overdue,94,Cost Centre Manager,High
CMT-001138,2025-09-29,FY2025/2026,PR-213656,PO-887285,PRG-02,DIR-02,CC-002,RG-01,ACT-004,V-2530,FS-01,Maintenance,3163000,3163000,3069000,94000,2025-11-30,Partially Paid,244,Cost Centre Manager,Critical
CMT-001139,2025-09-15,FY2025/2026,PR-431612,PO-634571,PRG-04,DIR-04,CC-004,RG-01,ACT-009,V-2440,FS-04,Fuel and Lubricants,2840000,1705000,397000,2443000,2025-12-02,Partially Paid,258,Project Manager,Critical
CMT-001140,2025-11-15,FY2025/2026,PR-627220,PO-518907,PRG-06,DIR-06,CC-006,RG-01,ACT-015,V-2440,FS-02,Training,2909000,2909000,728000,2181000,2025-12-31,Partially Paid,197,Cost Centre Manager,Critical
CMT-001141,2025-12-03,FY2025/2026,PR-303334,PO-116629,PRG-13,DIR-13,CC-016,RG-03,ACT-030,V-3120,FS-01,ICT Services,3138000,3138000,2803000,335000,2026-01-08,Partially Paid,179,Project Manager,High
CMT-001142,2026-05-12,FY2025/2026,PR-570946,PO-993618,PRG-13,DIR-13,CC-016,RG-03,ACT-029,V-2340,FS-01,Travel and Accommodation,2808000,894000,156000,2652000,2026-09-07,Partially Paid,19,Procurement Officer,Low
CMT-001143,2025-12-28,FY2025/2026,PR-442726,PO-174930,PRG-13,DIR-13,CC-021,RG-08,ACT-029,V-2360,FS-01,Fuel and Lubricants,1902000,1147000,733000,1169000,2026-05-12,Partially Paid,154,Procurement Officer,High
CMT-001144,2026-02-28,FY2025/2026,PR-527037,PO-308206,PRG-13,DIR-13,CC-013,RG-01,ACT-029,V-2450,FS-01,Equipment,350000,350000,133000,217000,2026-07-11,Partially Paid,92,Project Manager,High
CMT-001145,2025-10-07,FY2025/2026,PR-651648,PO-471731,PRG-11,DIR-11,CC-030,RG-07,ACT-025,V-5120,FS-04,Professional Services,84000,32000,2000,82000,2025-11-30,Partially Paid,236,Project Manager,Critical
CMT-001146,2026-03-24,FY2025/2026,PR-685339,PO-778568,PRG-01,DIR-01,CC-001,RG-01,ACT-002,V-2540,FS-01,Equipment,3064000,1674000,1259000,0,2026-08-24,Cancelled,68,Procurement Officer,Medium
CMT-001147,2025-09-15,FY2025/2026,PR-725949,PO-506306,PRG-09,DIR-09,CC-009,RG-01,ACT-021,V-2440,FS-01,Security Services,1221000,0,0,1221000,2025-12-27,Overdue,258,Project Manager,Critical
CMT-001148,2025-11-13,FY2025/2026,PR-488408,PO-929886,PRG-07,DIR-07,CC-007,RG-01,ACT-018,V-2360,FS-01,Fuel and Lubricants,1255000,722000,192000,1063000,2026-03-17,Partially Paid,199,Cost Centre Manager,Critical
CMT-001149,2025-10-31,FY2025/2026,PR-185442,PO-110361,PRG-13,DIR-13,CC-020,RG-07,ACT-029,V-3110,FS-01,Training,178000,178000,42000,136000,2026-01-13,Partially Paid,212,Cost Centre Manager,Critical
CMT-001150,2026-03-23,FY2025/2026,PR-750590,PO-917331,PRG-11,DIR-11,CC-011,RG-01,ACT-026,V-3140,FS-02,Construction,1469000,0,0,1469000,2026-06-06,Open,69,Cost Centre Manager,Medium
CMT-001151,2025-10-03,FY2025/2026,PR-964129,PO-437316,PRG-12,DIR-12,CC-022,RG-02,ACT-028,V-2390,FS-01,Fuel and Lubricants,1207000,0,0,1207000,2025-12-05,Overdue,240,Procurement Officer,Critical
CMT-001152,2026-05-13,FY2025/2026,PR-281609,PO-693595,PRG-07,DIR-07,CC-007,RG-01,ACT-018,V-2410,FS-01,Consultancy,1101000,824000,34000,1067000,2026-07-08,Partially Paid,18,Procurement Officer,Low
CMT-001153,2025-11-07,FY2025/2026,PR-275469,PO-126336,PRG-13,DIR-13,CC-021,RG-08,ACT-029,V-5130,FS-02,Professional Services,3281000,1885000,1324000,1957000,2026-03-05,Partially Paid,205,Procurement Officer,Critical
CMT-001154,2026-03-06,FY2025/2026,PR-781706,PO-455855,PRG-12,DIR-12,CC-027,RG-03,ACT-028,V-2230,FS-02,Professional Services,193000,0,0,0,2026-08-12,Cancelled,86,Procurement Officer,Medium
CMT-001155,2026-02-18,FY2025/2026,PR-633883,PO-406486,PRG-13,DIR-13,CC-020,RG-07,ACT-029,V-2120,FS-01,Equipment,952000,337000,68000,884000,2026-06-11,Partially Paid,102,Cost Centre Manager,High
CMT-001156,2025-09-10,FY2025/2026,PR-325050,PO-792240,PRG-12,DIR-12,CC-025,RG-04,ACT-028,V-4130,FS-01,Utilities,1512000,632000,206000,1306000,2026-02-04,Partially Paid,263,Cost Centre Manager,Critical
CMT-001157,2026-05-08,FY2025/2026,PR-768193,PO-871297,PRG-13,DIR-13,CC-015,RG-02,ACT-030,V-2212,FS-01,Utilities,2244000,2244000,548000,1696000,2026-06-09,Partially Paid,23,Procurement Officer,Low
CMT-001158,2026-04-07,FY2025/2026,PR-655043,PO-144971,PRG-13,DIR-13,CC-019,RG-06,ACT-030,V-2220,FS-01,Professional Services,580000,213000,191000,389000,2026-08-05,Partially Paid,54,Project Manager,Medium
CMT-001159,2025-11-25,FY2025/2026,PR-879198,PO-246249,PRG-08,DIR-08,CC-008,RG-01,ACT-019,V-5110,FS-01,Utilities,2970000,2970000,1617000,1353000,2026-04-28,Partially Paid,187,Cost Centre Manager,Critical
CMT-001160,2025-07-21,FY2025/2026,PR-411242,PO-706696,PRG-11,DIR-11,CC-029,RG-02,ACT-025,V-2530,FS-01,Travel and Accommodation,1961000,1262000,1215000,746000,2025-11-16,Partially Paid,314,Procurement Officer,Critical
CMT-001161,2025-10-24,FY2025/2026,PR-671986,PO-365818,PRG-13,DIR-13,CC-013,RG-01,ACT-030,V-3130,FS-01,Fuel and Lubricants,2671000,0,0,2671000,2026-02-02,Overdue,219,Project Manager,Critical
CMT-001162,2025-11-24,FY2025/2026,PR-641930,PO-447181,PRG-12,DIR-12,CC-012,RG-01,ACT-040,V-3110,FS-01,Security Services,260000,108000,88000,172000,2026-02-24,Partially Paid,188,Project Manager,Critical
CMT-001163,2025-11-06,FY2025/2026,PR-149802,PO-650464,PRG-13,DIR-13,CC-013,RG-01,ACT-029,V-2460,FS-01,Travel and Accommodation,2855000,2855000,1507000,1348000,2026-02-08,Partially Paid,206,Cost Centre Manager,Critical
CMT-001164,2026-04-18,FY2025/2026,PR-232437,PO-640903,PRG-12,DIR-12,CC-028,RG-02,ACT-040,V-2360,FS-01,Security Services,719000,596000,438000,0,2026-10-04,Cancelled,43,Cost Centre Manager,Low
CMT-001165,2025-09-10,FY2025/2026,PR-829561,PO-795059,PRG-13,DIR-13,CC-014,RG-01,ACT-030,V-5120,FS-01,Consultancy,3059000,3059000,2776000,283000,2025-11-12,Partially Paid,263,Cost Centre Manager,Critical
CMT-001166,2025-11-29,FY2025/2026,PR-621782,PO-321896,PRG-12,DIR-12,CC-028,RG-02,ACT-040,V-3130,FS-01,ICT Services,1807000,1807000,1384000,423000,2026-01-08,Partially Paid,183,Project Manager,Critical
CMT-001167,2025-11-19,FY2025/2026,PR-464400,PO-618261,PRG-11,DIR-11,CC-030,RG-07,ACT-026,V-2310,FS-01,Training,552000,552000,524000,28000,2026-03-12,Partially Paid,193,Project Manager,Critical
CMT-001168,2026-03-26,FY2025/2026,PR-912387,PO-898761,PRG-01,DIR-01,CC-001,RG-01,ACT-002,V-2390,FS-03,Training,511000,0,0,511000,2026-09-09,Open,66,Cost Centre Manager,Medium
CMT-001169,2025-09-12,FY2025/2026,PR-833422,PO-263624,PRG-12,DIR-12,CC-022,RG-02,ACT-040,V-2540,FS-01,Travel and Accommodation,2835000,976000,2000,2833000,2025-11-28,Partially Paid,261,Cost Centre Manager,Critical
CMT-001170,2025-08-12,FY2025/2026,PR-765589,PO-815212,PRG-05,DIR-05,CC-005,RG-01,ACT-012,V-2310,FS-03,Training,2479000,2479000,1715000,764000,2025-11-16,Partially Paid,292,Procurement Officer,Critical
CMT-001171,2026-03-26,FY2025/2026,PR-515027,PO-811801,PRG-13,DIR-13,CC-018,RG-05,ACT-029,V-2510,FS-01,Professional Services,3076000,3076000,326000,2750000,2026-09-14,Partially Paid,66,Cost Centre Manager,Medium
CMT-001172,2026-01-27,FY2025/2026,PR-983477,PO-738503,PRG-13,DIR-13,CC-017,RG-04,ACT-029,V-2390,FS-03,Fuel and Lubricants,2285000,2285000,314000,1971000,2026-07-05,Partially Paid,124,Cost Centre Manager,High
CMT-001173,2025-09-22,FY2025/2026,PR-771913,PO-352307,PRG-13,DIR-13,CC-021,RG-08,ACT-030,V-2530,FS-01,Maintenance,2921000,2921000,2768000,153000,2026-01-22,Partially Paid,251,Cost Centre Manager,Critical
CMT-001174,2025-10-13,FY2025/2026,PR-464797,PO-875260,PRG-11,DIR-11,CC-011,RG-01,ACT-025,V-4130,FS-01,ICT Services,562000,483000,101000,461000,2025-12-22,Partially Paid,230,Cost Centre Manager,Critical
CMT-001175,2026-02-03,FY2025/2026,PR-936423,PO-434160,PRG-13,DIR-13,CC-013,RG-01,ACT-029,V-2340,FS-01,Maintenance,2923000,2923000,1801000,1122000,2026-07-03,Partially Paid,117,Cost Centre Manager,High
CMT-001176,2025-08-20,FY2025/2026,PR-118568,PO-136902,PRG-06,DIR-06,CC-006,RG-01,ACT-014,V-3140,FS-02,Training,3180000,2124000,1671000,1509000,2026-02-02,Partially Paid,284,Cost Centre Manager,Critical
CMT-001177,2025-12-16,FY2025/2026,PR-737517,PO-172864,PRG-13,DIR-13,CC-017,RG-04,ACT-030,V-4130,FS-01,Maintenance,2296000,1140000,604000,1692000,2026-06-02,Partially Paid,166,Procurement Officer,High
CMT-001178,2025-08-11,FY2025/2026,PR-231403,PO-242527,PRG-12,DIR-12,CC-027,RG-03,ACT-027,V-2340,FS-01,ICT Services,830000,480000,163000,667000,2025-10-13,Partially Paid,293,Cost Centre Manager,Critical
CMT-001179,2026-04-19,FY2025/2026,PR-215348,PO-418192,PRG-12,DIR-12,CC-022,RG-02,ACT-027,V-3140,FS-02,Consultancy,1571000,0,0,1571000,2026-05-22,Open,42,Cost Centre Manager,Low
CMT-001180,2026-04-18,FY2025/2026,PR-806104,PO-442390,PRG-12,DIR-12,CC-024,RG-05,ACT-040,V-2430,FS-02,Printing and Stationery,1633000,873000,696000,937000,2026-09-27,Partially Paid,43,Procurement Officer,Low
CMT-001181,2026-03-01,FY2025/2026,PR-769870,PO-319907,PRG-13,DIR-13,CC-019,RG-06,ACT-030,V-2390,FS-02,Printing and Stationery,2141000,1507000,181000,1960000,2026-07-25,Partially Paid,91,Procurement Officer,High
CMT-001182,2025-08-06,FY2025/2026,PR-881921,PO-679034,PRG-11,DIR-11,CC-031,RG-01,ACT-025,V-2210,FS-01,Security Services,3453000,3453000,3414000,39000,2025-12-14,Partially Paid,298,Procurement Officer,Critical
CMT-001183,2026-03-26,FY2025/2026,PR-182858,PO-574419,PRG-11,DIR-11,CC-029,RG-02,ACT-025,V-4120,FS-04,Utilities,1567000,1567000,141000,0,2026-08-08,Cancelled,66,Procurement Officer,Medium
CMT-001184,2025-10-17,FY2025/2026,PR-855582,PO-790442,PRG-05,DIR-05,CC-005,RG-01,ACT-013,V-2210,FS-01,Utilities,3083000,0,0,3083000,2025-12-12,Overdue,226,Cost Centre Manager,Critical
CMT-001185,2026-01-17,FY2025/2026,PR-135034,PO-203043,PRG-02,DIR-02,CC-002,RG-01,ACT-003,V-5120,FS-01,Consultancy,945000,945000,672000,273000,2026-06-28,Partially Paid,134,Cost Centre Manager,High
CMT-001186,2025-11-25,FY2025/2026,PR-413495,PO-627108,PRG-07,DIR-07,CC-007,RG-01,ACT-017,V-2390,FS-02,Printing and Stationery,2774000,2123000,364000,2410000,2026-02-27,Partially Paid,187,Cost Centre Manager,Critical
CMT-001187,2025-11-12,FY2025/2026,PR-324509,PO-402391,PRG-13,DIR-13,CC-016,RG-03,ACT-029,V-2440,FS-01,Consultancy,1786000,1786000,1410000,0,2026-01-03,Cancelled,200,Procurement Officer,Critical
CMT-001188,2025-12-13,FY2025/2026,PR-438538,PO-640682,PRG-12,DIR-12,CC-022,RG-02,ACT-027,V-2460,FS-01,Fuel and Lubricants,3245000,1769000,134000,3111000,2026-04-27,Partially Paid,169,Cost Centre Manager,High
CMT-001189,2025-10-30,FY2025/2026,PR-463124,PO-741562,PRG-12,DIR-12,CC-028,RG-02,ACT-027,V-2212,FS-01,Professional Services,2131000,1915000,1554000,577000,2026-01-13,Partially Paid,213,Procurement Officer,Critical
CMT-001190,2026-04-23,FY2025/2026,PR-481201,PO-220021,PRG-11,DIR-11,CC-030,RG-07,ACT-025,V-2440,FS-01,Training,2552000,0,0,2552000,2026-06-08,Open,38,Cost Centre Manager,Low
CMT-001191,2025-07-17,FY2025/2026,PR-187881,PO-162876,PRG-08,DIR-08,CC-008,RG-01,ACT-019,V-2380,FS-01,Utilities,2668000,1324000,223000,2445000,2025-08-27,Partially Paid,318,Procurement Officer,Critical
CMT-001192,2026-04-30,FY2025/2026,PR-363812,PO-579437,PRG-13,DIR-13,CC-020,RG-07,ACT-030,V-2420,FS-01,Utilities,3459000,2209000,298000,3161000,2026-09-09,Partially Paid,31,Cost Centre Manager,Low
CMT-001193,2025-09-20,FY2025/2026,PR-714219,PO-751005,PRG-12,DIR-12,CC-024,RG-05,ACT-027,V-2240,FS-03,Consultancy,1869000,1869000,716000,1153000,2026-02-08,Partially Paid,253,Project Manager,Critical
CMT-001194,2025-07-16,FY2025/2026,PR-903882,PO-184541,PRG-07,DIR-07,CC-007,RG-01,ACT-018,V-2520,FS-02,Travel and Accommodation,3284000,0,0,3284000,2025-09-29,Overdue,319,Project Manager,Critical
CMT-001195,2026-02-19,FY2025/2026,PR-600905,PO-433068,PRG-10,DIR-10,CC-010,RG-01,ACT-024,V-2240,FS-01,Training,2624000,2624000,1786000,838000,2026-07-09,Partially Paid,101,Procurement Officer,High
CMT-001196,2026-04-26,FY2025/2026,PR-832281,PO-565547,PRG-08,DIR-08,CC-008,RG-01,ACT-020,V-3110,FS-02,Equipment,2895000,1566000,569000,2326000,2026-10-20,Partially Paid,35,Procurement Officer,Low
CMT-001197,2025-12-26,FY2025/2026,PR-329776,PO-708885,PRG-13,DIR-13,CC-016,RG-03,ACT-029,V-2520,FS-02,Fuel and Lubricants,3093000,2279000,239000,2854000,2026-03-12,Partially Paid,156,Procurement Officer,High
CMT-001198,2025-07-22,FY2025/2026,PR-217965,PO-186554,PRG-13,DIR-13,CC-015,RG-02,ACT-029,V-2340,FS-02,Consultancy,1948000,610000,305000,1643000,2025-09-25,Partially Paid,313,Cost Centre Manager,Critical
CMT-001199,2026-04-12,FY2025/2026,PR-893907,PO-933748,PRG-02,DIR-02,CC-002,RG-01,ACT-005,V-2510,FS-04,Travel and Accommodation,2377000,0,0,2377000,2026-06-26,Open,49,Procurement Officer,Medium
CMT-001200,2025-08-02,FY2025/2026,PR-246482,PO-134417,PRG-13,DIR-13,CC-015,RG-02,ACT-030,V-2540,FS-02,Equipment,507000,507000,239000,268000,2025-09-09,Partially Paid,302,Cost Centre Manager,Critical
CMT-001201,2026-05-17,FY2025/2026,PR-270920,PO-296228,PRG-09,DIR-09,CC-009,RG-01,ACT-021,V-2340,FS-01,Utilities,699000,364000,22000,677000,2026-09-21,Partially Paid,14,Project Manager,Low
CMT-001202,2025-09-29,FY2025/2026,PR-492271,PO-692982,PRG-12,DIR-12,CC-025,RG-04,ACT-027,V-2210,FS-01,Construction,1367000,749000,676000,691000,2025-11-09,Partially Paid,244,Project Manager,Critical
CMT-001203,2026-05-18,FY2025/2026,PR-890609,PO-572135,PRG-13,DIR-13,CC-014,RG-01,ACT-030,V-2380,FS-01,Printing and Stationery,434000,0,0,434000,2026-08-07,Open,13,Cost Centre Manager,Low
CMT-001204,2026-05-07,FY2025/2026,PR-169163,PO-652098,PRG-12,DIR-12,CC-024,RG-05,ACT-028,V-2330,FS-01,ICT Services,1988000,1370000,258000,1730000,2026-06-19,Partially Paid,24,Procurement Officer,Low
CMT-001205,2026-02-22,FY2025/2026,PR-603846,PO-465574,PRG-03,DIR-03,CC-003,RG-01,ACT-007,V-2510,FS-02,Training,2766000,1616000,300000,2466000,2026-04-13,Partially Paid,98,Procurement Officer,High
CMT-001206,2026-03-10,FY2025/2026,PR-719618,PO-761837,PRG-13,DIR-13,CC-020,RG-07,ACT-029,V-2240,FS-02,Fuel and Lubricants,2881000,2116000,1354000,1527000,2026-06-01,Partially Paid,82,Project Manager,Medium
CMT-001207,2025-10-06,FY2025/2026,PR-784914,PO-667504,PRG-12,DIR-12,CC-025,RG-04,ACT-028,V-2220,FS-03,ICT Services,1926000,0,0,1926000,2025-12-21,Overdue,237,Cost Centre Manager,Critical
CMT-001208,2025-10-28,FY2025/2026,PR-950376,PO-514404,PRG-11,DIR-11,CC-029,RG-02,ACT-026,V-2211,FS-01,Security Services,3399000,3399000,2801000,598000,2025-12-21,Partially Paid,215,Procurement Officer,Critical
CMT-001209,2026-01-08,FY2025/2026,PR-755897,PO-819270,PRG-11,DIR-11,CC-029,RG-02,ACT-025,V-2240,FS-02,Training,718000,594000,69000,649000,2026-07-06,Partially Paid,143,Cost Centre Manager,High
CMT-001210,2026-02-10,FY2025/2026,PR-760300,PO-900434,PRG-05,DIR-05,CC-005,RG-01,ACT-013,V-2110,FS-01,Equipment,787000,0,0,787000,2026-05-27,Overdue,110,Procurement Officer,High
CMT-001211,2025-11-19,FY2025/2026,PR-419511,PO-249165,PRG-13,DIR-13,CC-018,RG-05,ACT-030,V-2230,FS-01,Training,2888000,1535000,1411000,1477000,2026-03-20,Partially Paid,193,Cost Centre Manager,Critical
CMT-001212,2025-09-13,FY2025/2026,PR-147811,PO-807321,PRG-02,DIR-02,CC-002,RG-01,ACT-005,V-2210,FS-01,ICT Services,788000,608000,280000,508000,2026-02-25,Partially Paid,260,Cost Centre Manager,Critical
CMT-001213,2026-04-02,FY2025/2026,PR-690755,PO-545280,PRG-13,DIR-13,CC-018,RG-05,ACT-030,V-2211,FS-02,Construction,1841000,563000,299000,1542000,2026-06-03,Partially Paid,59,Procurement Officer,Medium
CMT-001214,2025-12-12,FY2025/2026,PR-208073,PO-613261,PRG-12,DIR-12,CC-022,RG-02,ACT-028,V-5110,FS-01,Construction,2945000,2945000,2095000,850000,2026-02-07,Partially Paid,170,Project Manager,High
CMT-001215,2025-11-23,FY2025/2026,PR-882924,PO-217790,PRG-09,DIR-09,CC-009,RG-01,ACT-022,V-2330,FS-01,Training,549000,410000,382000,167000,2026-03-24,Partially Paid,189,Project Manager,Critical
CMT-001216,2025-12-27,FY2025/2026,PR-447862,PO-523941,PRG-12,DIR-12,CC-027,RG-03,ACT-040,V-3130,FS-03,Training,2637000,2176000,1576000,1061000,2026-02-24,Partially Paid,155,Cost Centre Manager,High
CMT-001217,2026-02-21,FY2025/2026,PR-980846,PO-185815,PRG-04,DIR-04,CC-004,RG-01,ACT-008,V-2250,FS-02,Printing and Stationery,1251000,1251000,355000,896000,2026-08-01,Partially Paid,99,Cost Centre Manager,High
CMT-001218,2025-12-10,FY2025/2026,PR-923003,PO-452477,PRG-13,DIR-13,CC-013,RG-01,ACT-029,V-2460,FS-02,Utilities,1397000,709000,649000,748000,2026-03-18,Partially Paid,172,Cost Centre Manager,High
CMT-001219,2025-07-20,FY2025/2026,PR-812419,PO-111136,PRG-13,DIR-13,CC-021,RG-08,ACT-029,V-2510,FS-01,Construction,2352000,1639000,451000,1901000,2025-12-19,Partially Paid,315,Cost Centre Manager,Critical
CMT-001220,2025-10-29,FY2025/2026,PR-433306,PO-960440,PRG-12,DIR-12,CC-025,RG-04,ACT-028,V-5110,FS-01,Fuel and Lubricants,170000,60000,28000,142000,2026-03-27,Partially Paid,214,Procurement Officer,Critical
CMT-001221,2025-08-02,FY2025/2026,PR-955367,PO-583029,PRG-12,DIR-12,CC-012,RG-01,ACT-028,V-5130,FS-01,Utilities,1027000,0,0,1027000,2025-11-21,Overdue,302,Procurement Officer,Critical
CMT-001222,2025-12-21,FY2025/2026,PR-169419,PO-272267,PRG-03,DIR-03,CC-003,RG-01,ACT-007,V-2230,FS-01,Utilities,356000,244000,3000,353000,2026-05-17,Partially Paid,161,Cost Centre Manager,High
CMT-001223,2025-09-29,FY2025/2026,PR-510051,PO-397297,PRG-06,DIR-06,CC-006,RG-01,ACT-015,V-2460,FS-01,Consultancy,1734000,768000,679000,1055000,2025-11-25,Partially Paid,244,Procurement Officer,Critical
CMT-001224,2025-07-28,FY2025/2026,PR-542649,PO-702052,PRG-13,DIR-13,CC-013,RG-01,ACT-030,V-2450,FS-01,Security Services,2540000,0,0,2540000,2025-12-24,Overdue,307,Project Manager,Critical
CMT-001225,2025-07-14,FY2025/2026,PR-435438,PO-681419,PRG-12,DIR-12,CC-025,RG-04,ACT-027,V-2120,FS-01,Consultancy,2178000,0,0,2178000,2025-12-22,Overdue,321,Project Manager,Critical
CMT-001226,2026-04-22,FY2025/2026,PR-619597,PO-613493,PRG-13,DIR-13,CC-013,RG-01,ACT-030,V-2211,FS-03,Construction,2942000,0,0,2942000,2026-08-05,Open,39,Procurement Officer,Low
CMT-001227,2026-01-22,FY2025/2026,PR-885668,PO-747412,PRG-13,DIR-13,CC-015,RG-02,ACT-030,V-2330,FS-01,Professional Services,1985000,0,0,1985000,2026-04-05,Overdue,129,Project Manager,High
CMT-001228,2025-07-02,FY2025/2026,PR-848814,PO-418514,PRG-13,DIR-13,CC-019,RG-06,ACT-030,V-2220,FS-03,Consultancy,2729000,0,0,2729000,2025-08-23,Overdue,333,Procurement Officer,Critical
CMT-001229,2025-09-10,FY2025/2026,PR-977865,PO-595960,PRG-11,DIR-11,CC-011,RG-01,ACT-026,V-2450,FS-01,Printing and Stationery,1804000,0,0,1804000,2025-11-20,Overdue,263,Project Manager,Critical
CMT-001230,2026-01-03,FY2025/2026,PR-928386,PO-602436,PRG-12,DIR-12,CC-024,RG-05,ACT-028,V-2430,FS-01,Construction,968000,772000,46000,922000,2026-05-20,Partially Paid,148,Project Manager,High
CMT-001231,2025-12-30,FY2025/2026,PR-485142,PO-240137,PRG-13,DIR-13,CC-013,RG-01,ACT-030,V-3120,FS-01,Professional Services,288000,180000,58000,230000,2026-02-16,Partially Paid,152,Project Manager,High
CMT-001232,2025-07-07,FY2025/2026,PR-386667,PO-159202,PRG-06,DIR-06,CC-006,RG-01,ACT-015,V-2240,FS-02,Construction,1755000,793000,159000,1596000,2025-09-17,Partially Paid,328,Procurement Officer,Critical
CMT-001233,2025-07-23,FY2025/2026,PR-832736,PO-619955,PRG-13,DIR-13,CC-018,RG-05,ACT-030,V-2520,FS-03,Equipment,2123000,1099000,696000,1427000,2025-10-22,Partially Paid,312,Procurement Officer,Critical
CMT-001234,2025-08-16,FY2025/2026,PR-794775,PO-894370,PRG-12,DIR-12,CC-023,RG-01,ACT-040,V-2430,FS-01,Utilities,3360000,0,0,3360000,2025-10-11,Overdue,288,Project Manager,Critical
CMT-001235,2025-09-18,FY2025/2026,PR-616523,PO-930128,PRG-09,DIR-09,CC-009,RG-01,ACT-022,V-4120,FS-01,Utilities,483000,483000,472000,11000,2026-02-12,Partially Paid,255,Cost Centre Manager,Critical
CMT-001236,2026-01-18,FY2025/2026,PR-663667,PO-899887,PRG-13,DIR-13,CC-016,RG-03,ACT-030,V-2212,FS-01,Printing and Stationery,581000,314000,50000,531000,2026-03-11,Partially Paid,133,Project Manager,High
CMT-001237,2025-07-30,FY2025/2026,PR-170475,PO-547114,PRG-12,DIR-12,CC-022,RG-02,ACT-040,V-2240,FS-01,Fuel and Lubricants,2726000,2199000,1914000,812000,2025-09-28,Partially Paid,305,Cost Centre Manager,Critical
CMT-001238,2025-12-12,FY2025/2026,PR-970746,PO-601817,PRG-12,DIR-12,CC-027,RG-03,ACT-027,V-3120,FS-01,Maintenance,3077000,2137000,1959000,1118000,2026-01-22,Partially Paid,170,Cost Centre Manager,High
CMT-001239,2025-12-26,FY2025/2026,PR-233806,PO-411204,PRG-11,DIR-11,CC-032,RG-01,ACT-025,V-2520,FS-02,Security Services,2813000,0,0,2813000,2026-01-31,Overdue,156,Cost Centre Manager,High
CMT-001240,2025-09-02,FY2025/2026,PR-162418,PO-654262,PRG-12,DIR-12,CC-028,RG-02,ACT-027,V-2430,FS-03,ICT Services,1702000,1240000,469000,1233000,2026-02-14,Partially Paid,271,Cost Centre Manager,Critical
CMT-001241,2025-11-15,FY2025/2026,PR-246025,PO-210943,PRG-06,DIR-06,CC-006,RG-01,ACT-016,V-2120,FS-01,Consultancy,871000,727000,221000,650000,2026-03-12,Partially Paid,197,Procurement Officer,Critical
CMT-001242,2026-02-20,FY2025/2026,PR-446440,PO-190558,PRG-02,DIR-02,CC-002,RG-01,ACT-004,V-2390,FS-01,Fuel and Lubricants,1902000,1648000,221000,1681000,2026-04-23,Partially Paid,100,Project Manager,High
CMT-001243,2026-02-06,FY2025/2026,PR-720668,PO-312753,PRG-06,DIR-06,CC-006,RG-01,ACT-014,V-2240,FS-03,Equipment,1390000,1390000,784000,606000,2026-07-16,Partially Paid,114,Procurement Officer,High
CMT-001244,2026-05-16,FY2025/2026,PR-106973,PO-654861,PRG-09,DIR-09,CC-009,RG-01,ACT-021,V-2210,FS-04,Professional Services,2593000,2593000,49000,2544000,2026-10-30,Partially Paid,15,Project Manager,Low
CMT-001245,2025-09-18,FY2025/2026,PR-418683,PO-107293,PRG-04,DIR-04,CC-004,RG-01,ACT-010,V-4120,FS-02,Fuel and Lubricants,2482000,758000,706000,1776000,2025-10-19,Partially Paid,255,Procurement Officer,Critical
